 %      Time       Latitude      Longitude     Altitude       Vel-Xb       Vel-Yb       Vel-Zb         Roll        Pitch          Yaw       Wander     Accel-Xb     Accel-Yb     Accel-Zb     ARate-Xb     ARate-Yb     ARate-Zb
 %     (SOW)      (radians)      (radians)     (meters)        (m/s)        (m/s)        (m/s)    (radians)    (radians)    (radians)    (radians)       (m/s2)       (m/s2)       (m/s2)      (rad/s)      (rad/s)      (rad/s)
464793.32015   0.8400694104   0.2930640982   276.230706     2.000017     0.104159    -1.538913     0.013149    -0.019810    -0.893794     0.000000    -0.002022     0.653125    -0.205518    -0.002022     0.000708    -0.001536
464793.32515   0.8400694115   0.2930640964   276.238430     2.003234     0.103578    -1.537772     0.013148    -0.019820    -0.893792     0.000000    -0.001622     0.634635    -0.232901    -0.001622    -0.001591     0.001866
464793.33015   0.8400694125   0.2930640946   276.246149     2.006426     0.103042    -1.536905     0.013145    -0.019829    -0.893802     0.000000    -0.002222     0.647446    -0.033381    -0.002222     0.000608     0.002167
464793.33514   0.8400694135   0.2930640928   276.253865     2.009575     0.102719    -1.536650     0.013151    -0.019839    -0.893808     0.000000    -0.001422     0.602550    -0.049027    -0.001422     0.002407    -0.000535
464793.34015   0.8400694145   0.2930640910   276.261578     2.012468     0.102353    -1.535760     0.013157    -0.019845    -0.893808     0.000000    -0.000623     0.548811    -0.375688    -0.000623    -0.001092     0.001466
464793.34515   0.8400694156   0.2930640892   276.269284     2.015123     0.101895    -1.533587     0.013150    -0.019851    -0.893817     0.000000    -0.001722     0.519529    -0.505767    -0.001722    -0.001591     0.002267
464793.35015   0.8400694166   0.2930640874   276.276978     2.017649     0.101724    -1.531253     0.013148    -0.019861    -0.893824     0.000000    -0.002122     0.501044    -0.362972    -0.002122     0.001607    -0.000435
464793.35515   0.8400694176   0.2930640856   276.284662     2.020087     0.101653    -1.529358     0.013152    -0.019873    -0.893820     0.000000    -0.002721     0.481606    -0.372750    -0.002721    -0.000892    -0.001736
464793.36015   0.8400694187   0.2930640838   276.292336     2.022386     0.101328    -1.527162     0.013143    -0.019887    -0.893814     0.000000    -0.002621     0.433817    -0.516520    -0.002621    -0.003191     0.000065
464793.36515   0.8400694197   0.2930640820   276.299998     2.024458     0.101005    -1.524351     0.013132    -0.019899    -0.893814     0.000000    -0.002022     0.398725    -0.605519    -0.002022    -0.000592    -0.000035
464793.37014   0.8400694207   0.2930640802   276.307646     2.026331     0.100936    -1.521508     0.013132    -0.019907    -0.893814     0.000000    -0.000224     0.361619    -0.476417    -0.000224     0.001307    -0.000135
464793.37514   0.8400694218   0.2930640784   276.315281     2.028079     0.100885    -1.519376     0.013133    -0.019907    -0.893817     0.000000     0.000475     0.352814    -0.317976     0.000475    -0.001891     0.001966
464793.38015   0.8400694228   0.2930640766   276.322907     2.029771     0.100743    -1.517936     0.013127    -0.019905    -0.893824     0.000000     0.000276     0.325414    -0.213328     0.000276    -0.000192     0.000165
464793.38515   0.8400694238   0.2930640748   276.330527     2.031339     0.100709    -1.516733     0.013131    -0.019906    -0.893821     0.000000    -0.000823     0.306849    -0.272987    -0.000823     0.002507    -0.002137
464793.39015   0.8400694249   0.2930640730   276.338141     2.032821     0.100610    -1.515584     0.013137    -0.019912    -0.893816     0.000000    -0.001422     0.290281    -0.137039    -0.001422    -0.001192     0.001266
464793.39515   0.8400694261   0.2930640712   276.346326     2.034956     0.101523    -1.515269     0.013166    -0.019936    -0.893828     0.000000     0.000076     0.351150    -0.000108     0.000076    -0.002391     0.004669
464793.40015   0.8400694271   0.2930640694   276.353935     2.036770     0.101507    -1.515390     0.013158    -0.019933    -0.893847     0.000000     0.001774     0.375554     0.088904     0.001774    -0.000592     0.001866
464793.40515   0.8400694284   0.2930640677   276.361766     2.038046     0.100409    -1.515733     0.013202    -0.019942    -0.893837     0.000000     0.001175     0.366874     0.074231     0.001175    -0.003291     0.001566
464793.41014   0.8400694294   0.2930640659   276.369377     2.039957     0.100258    -1.516022     0.013180    -0.019937    -0.893848     0.000000     0.000775     0.389323     0.064446     0.000775    -0.006389     0.003668
464793.41514   0.8400694305   0.2930640641   276.376990     2.042003     0.100254    -1.516250     0.013160    -0.019938    -0.893864     0.000000    -0.001622     0.422599     0.054663    -0.001622    -0.000592     0.001666
464793.42015   0.8400694315   0.2930640623   276.384603     2.044250     0.100356    -1.516389     0.013161    -0.019949    -0.893867     0.000000    -0.002721     0.479435     0.018478    -0.002721     0.001507    -0.001536
464793.42515   0.8400694326   0.2930640605   276.392218     2.046671     0.100193    -1.516500     0.013162    -0.019962    -0.893863     0.000000    -0.002222     0.484451     0.061514    -0.002222    -0.001591     0.000665
464793.43015   0.8400694336   0.2930640586   276.399833     2.049253     0.099882    -1.516584     0.013155    -0.019970    -0.893871     0.000000    -0.000823     0.551034    -0.020640    -0.000823    -0.001391     0.003668
464793.43514   0.8400694347   0.2930640568   276.407447     2.052046     0.099894    -1.516254     0.013154    -0.019976    -0.893886     0.000000    -0.001422     0.571629    -0.102794    -0.001422     0.001607     0.001266
464793.44015   0.8400694357   0.2930640550   276.415059     2.055036     0.099938    -1.515686     0.013159    -0.019983    -0.893891     0.000000    -0.000923     0.640152    -0.094968    -0.000923    -0.000292     0.000866
464793.44515   0.8400694368   0.2930640532   276.422670     2.058239     0.099747    -1.515515     0.013152    -0.019987    -0.893893     0.000000    -0.000723     0.638240     0.106506    -0.000723    -0.002791    -0.000435
464793.45014   0.8400694378   0.2930640513   276.430281     2.061495     0.099493    -1.515886     0.013144    -0.019991    -0.893887     0.000000    -0.000623     0.659795     0.064451    -0.000623     0.000008    -0.003137
464793.45514   0.8400694389   0.2930640495   276.437893     2.064727     0.099244    -1.515971     0.013144    -0.019995    -0.893872     0.000000    -0.000823     0.626583    -0.023572    -0.000823     0.000208    -0.002537
464793.46015   0.8400694399   0.2930640476   276.445506     2.067954     0.098812    -1.515987     0.013139    -0.019999    -0.893863     0.000000    -0.000224     0.667691     0.083033    -0.000224    -0.002691    -0.000235
464793.46514   0.8400694410   0.2930640458   276.453121     2.071323     0.098265    -1.516923     0.013132    -0.020003    -0.893864     0.000000    -0.001822     0.667745     0.395025    -0.001822     0.000608     0.000465
464793.47015   0.8400694420   0.2930640439   276.460744     2.074685     0.097808    -1.518902     0.013139    -0.020013    -0.893864     0.000000    -0.001922     0.659039     0.428281    -0.001922     0.002607    -0.000535
464793.47515   0.8400694431   0.2930640421   276.468376     2.077910     0.097216    -1.520673     0.013144    -0.020021    -0.893865     0.000000    -0.000923     0.607275     0.260062    -0.000923    -0.001491     0.001866
464793.48015   0.8400694441   0.2930640402   276.476015     2.081057     0.096509    -1.521777     0.013137    -0.020027    -0.893876     0.000000    -0.001123     0.644493     0.188665    -0.001123    -0.001691     0.002567
464793.48515   0.8400694452   0.2930640384   276.483660     2.084195     0.095805    -1.523073     0.013133    -0.020033    -0.893883     0.000000    -0.001223     0.585873     0.404811    -0.001223     0.000808    -0.000836
464793.49015   0.8400694463   0.2930640365   276.491312     2.087040     0.095008    -1.524924     0.013133    -0.020041    -0.893880     0.000000    -0.002122     0.521409     0.337328    -0.002122    -0.001491    -0.000435
464793.49514   0.8400694473   0.2930640346   276.498973     2.089569     0.094062    -1.525990     0.013124    -0.020053    -0.893881     0.000000    -0.002321     0.461860     0.034138    -0.002321    -0.001991     0.001866
464793.50014   0.8400694484   0.2930640328   276.506635     2.091863     0.093330    -1.525724     0.013121    -0.020064    -0.893887     0.000000    -0.001922     0.451209    -0.174180    -0.001922     0.001307    -0.000435
464793.50515   0.8400694495   0.2930640309   276.514295     2.093973     0.092599    -1.525053     0.013126    -0.020071    -0.893884     0.000000    -0.000324     0.386719    -0.056814    -0.000324     0.000808    -0.001136
464793.51015   0.8400694505   0.2930640290   276.521952     2.095777     0.091591    -1.524797     0.013124    -0.020073    -0.893882     0.000000    -0.000424     0.322190    -0.036276    -0.000424    -0.002591     0.001566
464793.51515   0.8400694516   0.2930640272   276.529607     2.097231     0.090587    -1.524005     0.013119    -0.020078    -0.893892     0.000000    -0.001522     0.247909    -0.356092    -0.001522     0.001307     0.002467
464793.52015   0.8400694526   0.2930640253   276.537254     2.098363     0.089942    -1.521743     0.013129    -0.020086    -0.893898     0.000000    -0.001822     0.221587    -0.615267    -0.001822     0.003506    -0.001036
464793.52514   0.8400694537   0.2930640234   276.544889     2.099267     0.089289    -1.519157     0.013139    -0.020091    -0.893892     0.000000     0.000675     0.150224    -0.359021     0.000675    -0.000792    -0.001636
464793.53014   0.8400694548   0.2930640215   276.552514     2.099901     0.088442    -1.517910     0.013136    -0.020088    -0.893885     0.000000     0.000575     0.103253    -0.074415     0.000575     0.000008    -0.000636
464793.53515   0.8400694558   0.2930640196   276.560134     2.100263     0.087841    -1.517162     0.013142    -0.020087    -0.893882     0.000000    -0.000124     0.035761    -0.288603    -0.000124     0.003107    -0.000736
464793.54015   0.8400694569   0.2930640178   276.567748     2.100326     0.087575    -1.515289     0.013152    -0.020091    -0.893882     0.000000    -0.001223     0.001565    -0.529197    -0.001223     0.000408     0.001866
464793.54515   0.8400694580   0.2930640159   276.575351     2.100372     0.087425    -1.513070     0.013148    -0.020096    -0.893894     0.000000    -0.000623     0.040734    -0.295447    -0.000623    -0.003091     0.003268
464793.55014   0.8400694590   0.2930640140   276.582947     2.100560     0.087431    -1.512230     0.013139    -0.020099    -0.893907     0.000000    -0.000523     0.033919     0.058600    -0.000523     0.000208     0.000866
464793.55515   0.8400694601   0.2930640121   276.590541     2.100701     0.087683    -1.512199     0.013139    -0.020101    -0.893908     0.000000    -0.000024     0.017309    -0.107665    -0.000024    -0.000192    -0.000836
464793.56015   0.8400694612   0.2930640102   276.598132     2.100748     0.088015    -1.511144     0.013134    -0.020099    -0.893907     0.000000     0.001175     0.004570    -0.374669     0.001175    -0.002491     0.000766
464793.56514   0.8400694622   0.2930640083   276.605716     2.100839     0.088437    -1.509450     0.013126    -0.020097    -0.893910     0.000000    -0.000523     0.055415    -0.263175    -0.000523    -0.000092     0.000265
464793.57014   0.8400694633   0.2930640065   276.613294     2.101182     0.088984    -1.508568     0.013130    -0.020101    -0.893909     0.000000    -0.000823     0.099463    -0.014753    -0.000823     0.001907    -0.001036
464793.57514   0.8400694643   0.2930640046   276.620869     2.101685     0.089508    -1.508238     0.013133    -0.020101    -0.893908     0.000000     0.001275     0.107280    -0.138963     0.001275    -0.001291     0.001866
464793.58015   0.8400694654   0.2930640027   276.628440     2.102290     0.090021    -1.506822     0.013126    -0.020095    -0.893918     0.000000     0.001374     0.159053    -0.508661     0.001374    -0.001891     0.002067
464793.58515   0.8400694665   0.2930640008   276.636000     2.103131     0.090724    -1.504183     0.013119    -0.020091    -0.893921     0.000000     0.000276     0.212807    -0.533114     0.000276    -0.000292    -0.002437
464793.59015   0.8400694676   0.2930639989   276.643549     2.104208     0.091378    -1.501974     0.013116    -0.020092    -0.893909     0.000000    -0.000523     0.243137    -0.255353    -0.000523    -0.001192    -0.002737
464793.59515   0.8400694687   0.2930639970   276.650526     2.106312     0.092570    -1.500431     0.013122    -0.020125    -0.893900     0.000000    -0.000523     0.269039    -0.219168    -0.000523    -0.002691     0.000065
464793.60015   0.8400694698   0.2930639951   276.658058     2.107675     0.093051    -1.498681     0.013117    -0.020129    -0.893898     0.000000    -0.001123     0.293558    -0.527223    -0.001123     0.001407    -0.001436
464793.60514   0.8400694711   0.2930639932   276.665253     2.108103     0.093200    -1.496048     0.013158    -0.020176    -0.893876     0.000000    -0.001522     0.305618    -0.569279    -0.001522     0.002907    -0.003438
464793.61015   0.8400694722   0.2930639913   276.672763     2.109645     0.093501    -1.493820     0.013168    -0.020183    -0.893866     0.000000    -0.000623     0.338929    -0.233811    -0.000623     0.000708     0.001066
464793.61515   0.8400694732   0.2930639894   276.680264     2.111320     0.093829    -1.493021     0.013173    -0.020188    -0.893873     0.000000    -0.001722     0.341923    -0.019621    -0.001722     0.001207     0.002467
464793.62015   0.8400694743   0.2930639875   276.687762     2.113074     0.094505    -1.492274     0.013180    -0.020199    -0.893883     0.000000    -0.002721     0.373331    -0.316940    -0.002721     0.001807     0.000966
464793.62515   0.8400694754   0.2930639857   276.695254     2.114936     0.095214    -1.490496     0.013184    -0.020209    -0.893888     0.000000    -0.000523     0.391018    -0.377575    -0.000523    -0.000792     0.000966
464793.63015   0.8400694765   0.2930639838   276.702738     2.116965     0.095781    -1.489202     0.013177    -0.020210    -0.893892     0.000000     0.000575     0.436988    -0.033308     0.000575    -0.002191     0.000766
464793.63515   0.8400694775   0.2930639819   276.710220     2.119180     0.096415    -1.489500     0.013172    -0.020209    -0.893892     0.000000    -0.000224     0.448720     0.246408    -0.000224     0.000508    -0.001636
464793.64015   0.8400694786   0.2930639800   276.717705     2.121310     0.097165    -1.490421     0.013174    -0.020212    -0.893886     0.000000    -0.000923     0.391048     0.126111    -0.000923     0.000408    -0.000435
464793.64515   0.8400694797   0.2930639781   276.725194     2.123307     0.097980    -1.490666     0.013167    -0.020217    -0.893889     0.000000    -0.000823     0.405765    -0.024506    -0.000823    -0.003990     0.002367
464793.65015   0.8400694808   0.2930639762   276.732684     2.125421     0.099025    -1.490962     0.013151    -0.020223    -0.893899     0.000000    -0.001822     0.434195     0.252276    -0.001822    -0.002291     0.001466
464793.65515   0.8400694819   0.2930639743   276.740179     2.127629     0.100165    -1.492590     0.013142    -0.020233    -0.893904     0.000000    -0.001922     0.428422     0.501675    -0.001922    -0.001192    -0.000535
464793.66015   0.8400694829   0.2930639724   276.747683     2.129786     0.101140    -1.494573     0.013135    -0.020240    -0.893906     0.000000    -0.000623     0.411861     0.284552    -0.000623    -0.001391     0.002767
464793.66515   0.8400694840   0.2930639705   276.755195     2.131856     0.102039    -1.495348     0.013132    -0.020244    -0.893919     0.000000    -0.000923     0.409945    -0.002989    -0.000923     0.000208     0.001967
464793.67015   0.8400694851   0.2930639686   276.762708     2.133830     0.103074    -1.495352     0.013138    -0.020250    -0.893924     0.000000    -0.001223     0.378703     0.048848    -0.001223     0.002507    -0.000936
